0.000000	0.476009	First
0.476009	1.068118	Stella
1.068118	1.497687	decided
1.497687	1.671837	to
1.671837	1.904036	stop
1.904036	2.101406	by
2.101406	2.461315	Wrigley
2.461315	2.856054	Field
2.856054	3.053424	to
3.053424	3.169524	see
3.169524	3.355283	the
3.355283	3.715193	Cubs
3.715193	4.109932	play
4.109932	4.260862	and
4.260862	4.423401	eat
4.423401	4.632381	some
4.632381	4.864580	hot
4.864580	5.561179	dogs
5.561179	5.839819	They
5.839819	6.013968	were
6.013968	6.815057	delicious
