0.000000	0.510839	Stella
0.510839	0.835918	landed
0.835918	1.021678	her
1.021678	1.288707	rocket
1.288707	1.544127	ship
1.544127	1.625397	in
1.625397	1.764717	the
1.764717	2.414875	backyard
2.414875	2.600635	and
2.600635	2.832834	got
2.832834	3.065034	back
3.065034	3.169524	in
3.169524	3.390113	her
3.390113	4.167982	bed
4.167982	4.330522	It
4.330522	4.551111	had
4.551111	4.748481	Been
4.748481	4.957460	a
4.957460	5.236100	big
5.236100	5.700499	day
